Giełda,Data,Data NBP,typ,wolumen,wartość,kurs pln,cost (pln),BTC,BTCInv,wartość (pln),Kurs
bitbay,2020-03-17 21:38:05,20200317,sell,0.0077586,178.06,1,178.06,0.0077586,-0.0077586,178.06,22950.0167556002
bitbay,2020-03-17 21:38:10,20200317,sell,0.04828584,1108.16,1,1108.16,0.04828584,-0.04828584,1108.16,22949.9994201199
bitbay,2020-03-17 21:38:31,20200317,sell,0.10724532,2461.28,1,2461.28,0.10724532,-0.10724532,2461.28,22949.9991235049
bitbay,2020-03-17 21:38:36,20200317,sell,0.02027776,465.37,1,465.37,0.02027776,-0.02027776,465.37,22949.7735450069
bitbay,2020-03-17 21:38:59,20200317,sell,0.04357298,1000,1,1000,0.04357298,-0.04357298,1000,22950.0025015503
bitbay,2020-03-17 21:40:15,20200317,sell,0.00647058,148.5,1,148.5,0.00647058,-0.00647058,148.5,22950.0292091281
bitbay,2020-03-17 21:40:26,20200317,sell,0.0043573,100,1,100,0.0043573,-0.0043573,100,22949.9919675028
bitbay,2020-03-17 21:40:41,20200317,sell,0.00375294,86.13,1,86.13,0.00375294,-0.00375294,86.13,22950.0071943596
bitbay,2020-03-17 21:41:29,20200317,sell,0.00150849,34.62,1,34.62,0.00150849,-0.00150849,34.62,22950.1024203011
bitbay,2020-03-17 21:41:49,20200317,sell,0.00435729,100,1,100,0.00435729,-0.00435729,100,22950.0446378368
bitbay,2020-03-17 21:42:08,20200317,sell,0.05318762,1220.66,1,1220.66,0.05318762,-0.05318762,1220.66,22950.0774804362
bitbay,2020-03-17 21:42:09,20200317,sell,0.00896601,205.77,1,205.77,0.00896601,-0.00896601,205.77,22950.0078630294
bitbay,2020-03-17 21:45:02,20200317,sell,0.46874379,10725.03,1,10725.03,0.46874379,-0.46874379,10725.03,22880.3671191036
kraken,2020-03-18 10:54:42.3048,20200318,buy,0.40458684,1895.93761,4.4806,8494.938055366,-0.40458684,0.40458684,-8494.938055366,20996.5753096814
kraken,2020-03-18 10:54:58.5073,20200318,buy,0.03416254,160.06175,4.4806,717.17267705,-0.03416254,0.03416254,-717.17267705,20992.9553554859
kraken,2020-03-18 10:55:46.6685,20200318,buy,0.4,1872.03999,4.4806,8387.862379194,-0.4,0.4,-8387.862379194,20969.655947985
kraken,2020-03-18 10:55:46.6784,20200318,buy,0.03416254,159.91143,4.4806,716.499153258,-0.03416254,0.03416254,-716.499153258,20973.2400827924
kraken,2020-03-18 10:55:46.7529,20200318,buy,0.02494786,116.77844,4.4806,523.237478264,-0.02494786,0.02494786,-523.237478264,20973.2409218266
kraken,2020-03-18 10:56:30.9137,20200318,buy,0.05738693,268.59379,4.4806,1203.461335474,-0.05738693,0.05738693,-1203.461335474,20971.0004608018
kraken,2020-03-18 10:59:31.1416,20200318,buy,0.2,938.16,4.4806,4203.519696,-0.2,0.2,-4203.519696,21017.59848
kraken,2020-03-18 10:59:31.4562,20200318,buy,0.10250509,480.83088,4.4806,2154.410840928,-0.10250509,0.10250509,-2154.410840928,21017.5986473257
kraken,2020-03-18 10:59:32.1512,20200318,buy,1.86953904,8769.63373,4.4806,39293.220890638,-1.86953904,1.86953904,-39293.220890638,21017.5984827993
bitbay,2020-03-18 12:52:34,20200318,sell,0.5296931,11636.83,1,11636.83,0.5296931,-0.5296931,11636.83,21969.0043158954
bitbay,2020-03-18 12:52:46,20200318,sell,0.0020695,45.46,1,45.46,0.0020695,-0.0020695,45.46,21966.6586131916
bitbay,2020-03-18 12:56:50,20200318,sell,0.48285038,10607.74,1,10607.74,0.48285038,-0.48285038,10607.74,21969.0000036864
bitbay,2020-03-18 12:57:07,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:57:27,20200318,sell,0.0043218,94.95,1,94.95,0.0043218,-0.0043218,94.95,21970.0124947938
bitbay,2020-03-18 12:57:47,20200318,sell,0.0010999,24.16,1,24.16,0.0010999,-0.0010999,24.16,21965.6332393854
bitbay,2020-03-18 12:57:57,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:58:05,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:58:25,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:58:45,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:58:55,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:59:06,20200318,sell,0.0086547,190.14,1,190.14,0.0086547,-0.0086547,190.14,21969.5656695206
bitbay,2020-03-18 12:59:26,20200318,sell,0.0043218,94.95,1,94.95,0.0043218,-0.0043218,94.95,21970.0124947938
bitbay,2020-03-18 12:59:26,20200318,sell,0.00455186,100,1,100,0.00455186,-0.00455186,100,21969.0412271028
bitbay,2020-03-18 12:59:35,20200318,sell,0.00136556,30,1,30,0.00136556,-0.00136556,30,21969.0090512317
bitbay,2020-03-18 12:59:47,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 12:59:56,20200318,sell,0.0010999,24.16,1,24.16,0.0010999,-0.0010999,24.16,21965.6332393854
bitbay,2020-03-18 13:00:02,20200318,sell,0.00029813,6.55,1,6.55,0.00029813,-0.00029813,6.55,21970.2814208567
bitbay,2020-03-18 13:00:05,20200318,sell,0.0043218,94.95,1,94.95,0.0043218,-0.0043218,94.95,21970.0124947938
bitbay,2020-03-18 13:00:25,20200318,sell,0.0010999,24.16,1,24.16,0.0010999,-0.0010999,24.16,21965.6332393854
bitbay,2020-03-18 13:00:32,20200318,sell,0.26943967,5919.32,1,5919.32,0.26943967,-0.26943967,5919.32,21968.9995908917
bitbay,2020-03-18 13:01:21,20200318,sell,0.13130001,2884.53,1,2884.53,0.13130001,-0.13130001,2884.53,21969.0006116527
bitbay,2020-03-18 13:01:45,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:01:53,20200318,sell,0.00227593,50,1,50,0.00227593,-0.00227593,50,21969.0412271028
bitbay,2020-03-18 13:01:55,20200318,sell,0.0034027,74.75,1,74.75,0.0034027,-0.0034027,74.75,21967.8490610398
bitbay,2020-03-18 13:02:00,20200318,sell,0.01137967,250,1,250,0.01137967,-0.01137967,250,21969.0026160688
bitbay,2020-03-18 13:02:06,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:02:26,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:02:47,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:02:57,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:03:25,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:04:39,20200318,sell,0.00091037,20,1,20,0.00091037,-0.00091037,20,21969.089491086
bitbay,2020-03-18 13:04:46,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:05:23,20200318,sell,0.02335758,513.14,1,513.14,0.02335758,-0.02335758,513.14,21968.8854752932
bitbay,2020-03-18 13:07:07,20200318,sell,0.0020291,44.58,1,44.58,0.0020291,-0.0020291,44.58,21970.3316741412
bitbay,2020-03-18 13:07:27,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:07:47,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:07:57,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:08:01,20200318,sell,0.43561382,9570,1,9570,0.43561382,-0.43561382,9570,21968.9999734168
bitbay,2020-03-18 13:08:05,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:08:08,20200318,sell,0.03223542,708.18,1,708.18,0.03223542,-0.03223542,708.18,21969.0017998835
bitbay,2020-03-18 13:08:25,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:08:40,20200318,sell,0.02042879,448.8,1,448.8,0.02042879,-0.02042879,448.8,21968.9957163395
bitbay,2020-03-18 13:08:45,20200318,sell,0.003534,77.64,1,77.64,0.003534,-0.003534,77.64,21969.4397283531
bitbay,2020-03-18 13:08:55,20200318,sell,0.0006454,14.18,1,14.18,0.0006454,-0.0006454,14.18,21970.8707778122
bitbay,2020-03-18 13:09:04,20200318,sell,0.04096302,899.92,1,899.92,0.04096302,-0.04096302,899.92,21969.0833341878
bitbay,2020-03-18 13:09:06,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:09:26,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:09:46,20200318,sell,0.0050793,111.59,1,111.59,0.0050793,-0.0050793,111.59,21969.5627350225
bitbay,2020-03-18 13:09:51,20200318,sell,0.00455187,100,1,100,0.00455187,-0.00455187,100,21968.9929633316
bitbay,2020-03-18 13:09:56,20200318,sell,0.0024836,54.56,1,54.56,0.0024836,-0.0024836,54.56,21968.1108068932
bitbay,2020-03-18 13:10:07,20200318,sell,0.0043218,94.95,1,94.95,0.0043218,-0.0043218,94.95,21970.0124947938
bitbay,2020-03-18 13:10:26,20200318,sell,0.00933178,205.01,1,205.01,0.00933178,-0.00933178,205.01,21969.0134143754
bitbay,2020-03-18 13:10:27,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:10:44,20200318,sell,0.00227593,50,1,50,0.00227593,-0.00227593,50,21969.0412271028
bitbay,2020-03-18 13:10:47,20200318,sell,0.0073114,160.62,1,160.62,0.0073114,-0.0073114,160.62,21968.4328582761
bitbay,2020-03-18 13:10:57,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:11:05,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:12:07,20200318,sell,0.0020695,45.46,1,45.46,0.0020695,-0.0020695,45.46,21966.6586131916
bitbay,2020-03-18 13:12:08,20200318,sell,0.00059174,13,1,13,0.00059174,-0.00059174,13,21969.108054213
bitbay,2020-03-18 13:12:12,20200318,sell,0.0068278,150,1,150,0.0068278,-0.0068278,150,21969.0090512317
bitbay,2020-03-18 13:12:27,20200318,sell,0.0024836,54.56,1,54.56,0.0024836,-0.0024836,54.56,21968.1108068932
bitbay,2020-03-18 13:12:47,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:12:56,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:13:05,20200318,sell,0.0024836,54.56,1,54.56,0.0024836,-0.0024836,54.56,21968.1108068932
bitbay,2020-03-18 13:14:06,20200318,sell,0.0020291,44.58,1,44.58,0.0020291,-0.0020291,44.58,21970.3316741412
bitbay,2020-03-18 13:14:26,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:14:41,20200318,sell,0.19182485,4214.2,1,4214.2,0.19182485,-0.19182485,4214.2,21968.999324123
bitbay,2020-03-18 13:14:46,20200318,sell,0.0086547,190.14,1,190.14,0.0086547,-0.0086547,190.14,21969.5656695206
bitbay,2020-03-18 13:14:56,20200318,sell,0.002019,44.36,1,44.36,0.002019,-0.002019,44.36,21971.2729073799
bitbay,2020-03-18 13:15:01,20200318,sell,0.79467362,17458.18,1,17458.18,0.79467362,-0.79467362,17458.18,21968.9940129131
kraken,2020-03-21 08:53:48.4993,20200321,buy,0.11,631.092,4.5459,2868.8811228,-0.11,0.11,-2868.8811228,26080.73748
kraken,2020-03-21 08:57:17.4718,20200321,buy,2.60720948,14963.95883,4.5459,68024.660445297,-2.60720948,2.60720948,-68024.660445297,26090.9838534712
bitbay,2020-03-21 09:33:52,20200321,sell,0.00192064,50.83,1,50.83,0.00192064,-0.00192064,50.83,26465.1366211263
bitbay,2020-03-21 09:53:50,20200321,sell,0.00217308,57.7,1,57.7,0.00217308,-0.00217308,57.7,26552.1747933808
bitbay,2020-03-21 09:54:14,20200321,sell,0.054,1431,1,1431,0.054,-0.054,1431,26500
bitbay,2020-03-21 09:54:14,20200321,sell,0.00811327,215.01,1,215.01,0.00811327,-0.00811327,215.01,26501.0285618499
bitbay,2020-03-21 09:58:56,20200321,sell,0.0020965,55.64,1,55.64,0.0020965,-0.0020965,55.64,26539.4705461483
bitbay,2020-03-21 10:02:15,20200321,sell,0.01772518,468.93,1,468.93,0.01772518,-0.01772518,468.93,26455.5846541474
bitbay,2020-03-21 13:03:46,20200321,sell,0.18903818,5000.06,1,5000.06,0.18903818,-0.18903818,5000.06,26450.0007353012
bitbay,2020-03-21 13:04:45,20200321,sell,0.00189074,50.01,1,50.01,0.00189074,-0.00189074,50.01,26449.9613907782
bitbay,2020-03-21 13:05:08,20200321,sell,0.00048011,12.7,1,12.7,0.00048011,-0.00048011,12.7,26452.2713544813
bitbay,2020-03-21 13:05:10,20200321,sell,1.36904159,36211.15,1,36211.15,1.36904159,-1.36904159,36211.15,26449.9999594607
bitbay,2020-03-21 13:05:14,20200321,sell,0.42,11109,1,11109,0.42,-0.42,11109,26450
bitbay,2020-03-21 13:05:18,20200321,sell,0.64352071,17021.12,1,17021.12,0.64352071,-0.64352071,17021.12,26449.9956807917
kraken,2020-03-28 05:50:39.7848,20200328,buy,1.71562176,9568.19412,4.5246,43292.251115352,-1.71562176,1.71562176,-43292.251115352,25234.1466660763
kraken,2020-03-28 10:14:48.5906,20200328,buy,0.28438,1601.78997,4.5246,7247.458898262,-0.28438,0.28438,-7247.458898262,25485.1216620789
kraken,2020-04-02 06:59:46.4803,20200402,sell,0.003,18.2241,4.5769,83.40988329,0.003,-0.003,83.40988329,27803.29443
kraken,2020-04-02 06:59:54.2026,20200402,sell,0.0034,20.65399,4.5769,94.531246831,0.0034,-0.0034,94.531246831,27803.3078914706
kraken,2020-04-02 07:06:11.3211,20200402,sell,1.04986,6369.61686,4.5769,29153.099406534,1.04986,-1.04986,29153.099406534,27768.5590521917
kraken,2020-04-02 07:06:11.3292,20200402,sell,0.38108,2312.05455,4.5769,10582.042469895,0.38108,-0.38108,10582.042469895,27768.5590162039
kraken,2020-04-02 07:06:11.3337,20200402,sell,0.19699,1195.16014,4.5769,5470.128444766,0.19699,-0.19699,5470.128444766,27768.559037342
kraken,2020-04-02 07:07:47.1655,20200402,sell,0.02,121.38616,4.5769,555.572315704,0.02,-0.02,555.572315704,27778.6157852
kraken,2020-04-02 07:08:01.1658,20200402,sell,0.06230743,378.16299,4.5769,1730.814188931,0.06230743,-0.06230743,1730.814188931,27778.6162730673
kraken,2020-04-02 07:09:40.2739,20200402,sell,0.19635121,1189.30815,4.5769,5443.344471735,0.19635121,-0.19635121,5443.344471735,27722.4900815992
kraken,2020-04-03 11:25:24.8468,20200403,sell,3.81680886,24620.19871,4.5792,112740.813932832,3.81680886,-3.81680886,112740.813932832,29537.9774225404
bitbay,2020-04-03 12:05:30,20200403,buy,3.82994769,109701.229984147,1,109701.229984147,-3.82994769,3.82994769,-109701.229984147,28643.01
bitbay,2020-04-03 15:30:30,20200403,buy,0.00324,91.7568324,1,91.7568324,-0.00324,0.00324,-91.7568324,28320.01
bitbay,2020-04-03 15:32:44,20200403,buy,0.01,284.1001,1,284.1001,-0.01,0.01,-284.1001,28410.01
bitbay,2020-04-03 15:33:12,20200403,buy,0.15264893,4336.7576277893,1,4336.7576277893,-0.15264893,0.15264893,-4336.7576277893,28410.01
bitbay,2020-04-03 15:33:13,20200403,buy,0.0017494,49.700471494,1,49.700471494,-0.0017494,0.0017494,-49.700471494,28410.01
bitbay,2020-04-03 15:37:27,20200403,buy,0.00227719,64.8997100529,1,64.8997100529,-0.00227719,0.00227719,-64.8997100529,28499.91
bitbay,2020-04-03 15:38:47,20200403,buy,0.01856193,529.0151906193,1,529.0151906193,-0.01856193,0.01856193,-529.0151906193,28500.01
bitbay,2020-04-03 15:39:04,20200403,buy,0.57826237,16480.4833276237,1,16480.4833276237,-0.57826237,0.57826237,-16480.4833276237,28500.01
bitbay,2020-04-03 15:41:02,20200403,buy,0.16,4559.9856,1,4559.9856,-0.16,0.16,-4559.9856,28499.91
bitbay,2020-04-03 15:41:06,20200403,buy,0.48,13679.9568,1,13679.9568,-0.48,0.48,-13679.9568,28499.91
bitbay,2020-04-03 15:41:12,20200403,buy,0.0036519,104.078821329,1,104.078821329,-0.0036519,0.0036519,-104.078821329,28499.91
bitbay,2020-04-03 15:41:12,20200403,buy,0.71,20234.9361,1,20234.9361,-0.71,0.71,-20234.9361,28499.91
bitbay,2020-04-03 15:41:16,20200403,buy,0.82,23369.9262,1,23369.9262,-0.82,0.82,-23369.9262,28499.91
bitbay,2020-04-03 15:41:21,20200403,buy,0.45,12824.9595,1,12824.9595,-0.45,0.45,-12824.9595,28499.91
bitbay,2020-04-03 15:42:12,20200403,buy,0.1,2841.001,1,2841.001,-0.1,0.1,-2841.001,28410.01
bitbay,2020-04-03 15:43:59,20200403,buy,0.36103688,10289.19004312,1,10289.19004312,-0.36103688,0.36103688,-10289.19004312,28499
kraken,2020-04-03 20:04:12.17,20200403,sell,3.83745596,24108.63287,4.5792,110398.251638304,3.83745596,-3.83745596,110398.251638304,28768.6041974288
kraken,2020-04-03 20:04:12.1716,20200403,sell,0.00451804,28.39005,4.5792,130.00371696,0.00451804,-0.00451804,130.00371696,28774.3616612513
kraken,2020-04-03 20:04:12.2697,20200403,sell,0.000086,0.5404,4.5792,2.47459968,0.000086,-0.000086,2.47459968,28774.4148837209
kraken,2020-04-13 06:48:40.7257,20200413,buy,0.793,4883.9284,4.5484,22214.05993456,-0.793,0.793,-22214.05993456,28012.68592
kraken,2020-04-13 06:49:26.5345,20200413,buy,2.27433,14001.45778,4.5484,63684.230566552,-2.27433,2.27433,-63684.230566552,28001.3149219999
kraken,2020-04-13 06:50:06.4831,20200413,buy,0.00413285,25.441,4.5484,115.7158444,-0.00413285,0.00413285,-115.7158444,27999.0428880797
kraken,2020-04-13 07:27:36.7984,20200413,buy,0.11666485,716.32218,4.5484,3258.119803512,-0.11666485,0.11666485,-3258.119803512,27927.1760389869
kraken,2020-04-13 07:46:40.125,20200413,buy,0.01162111,71.3141,4.5484,324.36505244,-0.01162111,0.01162111,-324.36505244,27911.7100208156
kraken,2020-04-13 07:47:22.8785,20200413,buy,0.385,2362.283,4.5484,10744.6079972,-0.385,0.385,-10744.6079972,27908.07272
kraken,2020-04-13 07:49:37.5808,20200413,buy,0.09749225,597.83223,4.5484,2719.180114932,-0.09749225,0.09749225,-2719.180114932,27891.2438161187
kraken,2020-04-13 07:49:37.5844,20200413,buy,0.00024775,1.51923,4.5484,6.910065732,-0.00024775,0.00024775,-6.910065732,27891.2844883956
kraken,2020-04-13 07:51:04.6323,20200413,buy,0.08158603,500.02446,4.5484,2274.311253864,-0.08158603,0.08158603,-2274.311253864,27876.2338829822
kraken,2020-04-13 07:53:02.3458,20200413,buy,4.18786056,25686.66152,4.5484,116833.211257568,-4.18786056,4.18786056,-116833.211257568,27898.0662282528
bitbay,2020-04-13 08:47:19,20200413,sell,1.09428757,31622.81,1,31622.81,1.09428757,-1.09428757,31622.81,28898.0802368065
bitbay,2020-04-13 08:47:39,20200413,sell,0.00043944,12.7,1,12.7,0.00043944,-0.00043944,12.7,28900.4187147278
bitbay,2020-04-13 08:47:41,20200413,sell,0.2214683,6400,1,6400,0.2214683,-0.2214683,6400,28898.0409385903
bitbay,2020-04-13 08:47:51,20200413,sell,0.02214684,640,1,640,0.02214684,-0.02214684,640,28898.0278902092
bitbay,2020-04-13 08:55:44,20200413,sell,0.03806612,1100,1,1100,0.03806612,-0.03806612,1100,28897.0874888221
bitbay,2020-04-13 08:57:15,20200413,sell,0.05021089,1450.94,1,1450.94,0.05021089,-0.05021089,1450.94,28896.9185768267
bitbay,2020-04-13 08:58:57,20200413,sell,0.03282588,948.56,1,948.56,0.03282588,-0.03282588,948.56,28896.7119845683
bitbay,2020-04-13 09:00:37,20200413,sell,0.001817,52.4,1,52.4,0.001817,-0.001817,52.4,28838.7451843698
bitbay,2020-04-13 09:00:57,20200413,sell,0.06507357,1876.69,1,1876.69,0.06507357,-0.06507357,1876.69,28839.5119554683
bitbay,2020-04-13 09:02:21,20200413,sell,0.11681337,3368.83,1,3368.83,0.11681337,-0.11681337,3368.83,28839.4213778782
bitbay,2020-04-13 09:07:00,20200413,sell,0.03280799,950.61,1,950.61,0.03280799,-0.03280799,950.61,28974.9539670062
bitbay,2020-04-13 09:07:55,20200413,sell,0.03437,995.01,1,995.01,0.03437,-0.03437,995.01,28949.9563572883
bitbay,2020-04-13 09:08:05,20200413,sell,0.04399413,1273.63,1,1273.63,0.04399413,-0.04399413,1273.63,28949.9985566256
bitbay,2020-04-13 09:08:13,20200413,sell,0.34542397,10000,1,10000,0.34542397,-0.34542397,10000,28949.9307184733
bitbay,2020-04-13 09:09:14,20200413,sell,0.05,1447.2,1,1447.2,0.05,-0.05,1447.2,28944
bitbay,2020-04-13 09:09:53,20200413,sell,0.000285,8.24,1,8.24,0.000285,-0.000285,8.24,28912.2807017544
bitbay,2020-04-13 09:12:55,20200413,sell,0.02431835,700.37,1,700.37,0.02431835,-0.02431835,700.37,28800.0625042406
bitbay,2020-04-13 09:12:56,20200413,sell,0.0014635,42.15,1,42.15,0.0014635,-0.0014635,42.15,28800.8199521695
bitbay,2020-04-13 09:12:58,20200413,sell,0.00281012,80.93,1,80.93,0.00281012,-0.00281012,80.93,28799.4818726602
bitbay,2020-04-13 09:13:14,20200413,sell,0.00373889,107.68,1,107.68,0.00373889,-0.00373889,107.68,28799.9914413101
bitbay,2020-04-13 09:13:24,20200413,sell,0.00347222,100,1,100,0.00347222,-0.00347222,100,28800.0184320118
bitbay,2020-04-13 09:13:31,20200413,sell,0.0005,14.4,1,14.4,0.0005,-0.0005,14.4,28800
bitbay,2020-04-13 09:13:41,20200413,sell,0.5,14400,1,14400,0.5,-0.5,14400,28800
bitbay,2020-04-13 09:13:52,20200413,sell,0.01388888,400,1,400,0.01388888,-0.01388888,400,28800.0184320118
bitbay,2020-04-13 09:14:39,20200413,sell,0.00868055,250,1,250,0.00868055,-0.00868055,250,28800.0184320118
bitbay,2020-04-13 09:14:48,20200413,sell,0.01004319,289.24,1,289.24,0.01004319,-0.01004319,289.24,28799.6144651251
bitbay,2020-04-13 09:14:51,20200413,sell,0.023821,686.05,1,686.05,0.023821,-0.023821,686.05,28800.2182947819
bitbay,2020-04-13 09:19:41,20200413,sell,0.00279934,80.76,1,80.76,0.00279934,-0.00279934,80.76,28849.6574192488
bitbay,2020-04-13 09:21:41,20200413,sell,0.03466281,1000,1,1000,0.03466281,-0.03466281,1000,28849.3633378252
